"source","target","value"
"F-Slice_timing_correction","F-Unwarp",1
"F-Field_map_correction","F-Unwarp",20
"F-Unwarp","F-Unwarp",0
"F-Combined_echos","F-Unwarp",0
"F-Intensity_normalization","F-Unwarp",0
"F-Grand_mean_scaling","F-Unwarp",0
"F-Coregistration","F-Unwarp",0
"F-Spatial_normalization","F-Unwarp",0
"F-Spatial_smooth","F-Unwarp",0
"F-Extract_regressors","F-Unwarp",0
"F-surface","F-Unwarp",0
"F-RETROICOR","F-Unwarp",0
"F-RVHRCOR","F-Unwarp",0
"F-ANATICOR","F-Unwarp",0
"F-PESTICA","F-Unwarp",0
"F-CompCor","F-Unwarp",0
"F-tCompCor","F-Unwarp",0
"F-aCompCor","F-Unwarp",0
"F-ME_ICA","F-Unwarp",0
"F-ArtRepair","F-Unwarp",0
"F-Temporal_detrending","F-Unwarp",0
"F-Global_signal","F-Unwarp",0
"F-ICA_FIX","F-Unwarp",0
"F-ICA_AROMA","F-Unwarp",0
"F-Temporal_filt","F-Unwarp",0
"F-motion_regression","F-Unwarp",0
"F-Other_confound_regression","F-Unwarp",0
"F-PhysIO","F-Unwarp",0
"F-Regressors_filter","F-Unwarp",0
"F-Modular_filter_motion","F-Unwarp",0
"F-wavelet_decomposition","F-Unwarp",0
"Atlas_definition","F-Unwarp",0
"Time_series_ROI","F-Unwarp",0
"ROI_definition","F-Unwarp",0
"Combine_block","F-Unwarp",0
"Compute_connectivity","F-Unwarp",0
"Connectivity_normalization","F-Unwarp",0
"Network_definition","F-Unwarp",0
"Graph_characteristics","F-Unwarp",0
"Negative_correlation","F-Unwarp",0
"Sparsity_control","F-Unwarp",0
"Graph_measures","F-Unwarp",0
"Result_aggregation","F-Unwarp",0
"Software","F-Combined_echos",0
"S-INU_correction","F-Combined_echos",0
"S-Denoised","F-Combined_echos",0
"S-Gradient_Distortion_Correction","F-Combined_echos",0
"S-Fuse_conform","F-Combined_echos",0
"S-Skull_stripping","F-Combined_echos",0
"S-Spatial_normalization","F-Combined_echos",0
"S-BBR_crossmodal_registration","F-Combined_echos",0
"S-Surface_reconstruction","F-Combined_echos",0
"S-Segmentation","F-Combined_echos",0
"F-Exclusion","F-Combined_echos",0
"F-Concatenate_Runs","F-Combined_echos",0
"F-Removal_Init_Vol","F-Combined_echos",0
"F-Skull_extraction","F-Combined_echos",0
"F-Alignment/Head_motion_est","F-Combined_echos",0
"F-Despiking","F-Combined_echos",0
"F-Scrubbing","F-Combined_echos",0
"F-Interpolate","F-Combined_echos",0
"F-Slice_timing_correction","F-Combined_echos",0
"F-Field_map_correction","F-Combined_echos",0
"F-Unwarp","F-Combined_echos",0
"F-Combined_echos","F-Combined_echos",0
"F-Intensity_normalization","F-Combined_echos",0
"F-Grand_mean_scaling","F-Combined_echos",0
"F-Coregistration","F-Combined_echos",0
"F-Spatial_normalization","F-Combined_echos",0
"F-Spatial_smooth","F-Combined_echos",0
"F-Extract_regressors","F-Combined_echos",0
"F-surface","F-Combined_echos",0
"F-RETROICOR","F-Combined_echos",0
"F-RVHRCOR","F-Combined_echos",0
"F-ANATICOR","F-Combined_echos",0
"F-PESTICA","F-Combined_echos",0
"F-CompCor","F-Combined_echos",0
"F-tCompCor","F-Combined_echos",0
"F-aCompCor","F-Combined_echos",0
"F-ME_ICA","F-Combined_echos",1
"F-ArtRepair","F-Combined_echos",0
"F-Temporal_detrending","F-Combined_echos",0
"F-Global_signal","F-Combined_echos",0
"F-ICA_FIX","F-Combined_echos",0
"F-ICA_AROMA","F-Combined_echos",0
"F-Temporal_filt","F-Combined_echos",0
"F-motion_regression","F-Combined_echos",0
"F-Other_confound_regression","F-Combined_echos",0
"F-PhysIO","F-Combined_echos",0
"F-Regressors_filter","F-Combined_echos",0
"F-Modular_filter_motion","F-Combined_echos",0
"F-wavelet_decomposition","F-Combined_echos",0
"Atlas_definition","F-Combined_echos",0
"Time_series_ROI","F-Combined_echos",0
"ROI_definition","F-Combined_echos",0
"Combine_block","F-Combined_echos",0
"Compute_connectivity","F-Combined_echos",0
"Connectivity_normalization","F-Combined_echos",0
"Network_definition","F-Combined_echos",0
"Graph_characteristics","F-Combined_echos",0
"Negative_correlation","F-Combined_echos",0
"Sparsity_control","F-Combined_echos",0
"Graph_measures","F-Combined_echos",0
"Result_aggregation","F-Combined_echos",0
"Software","F-Intensity_normalization",0
"S-INU_correction","F-Intensity_normalization",0
"S-Denoised","F-Intensity_normalization",0
"S-Gradient_Distortion_Correction","F-Intensity_normalization",0
"S-Fuse_conform","F-Intensity_normalization",0
"S-Skull_stripping","F-Intensity_normalization",0
"S-Spatial_normalization","F-Intensity_normalization",0
"S-BBR_crossmodal_registration","F-Intensity_normalization",0
"S-Surface_reconstruction","F-Intensity_normalization",0
"S-Segmentation","F-Intensity_normalization",0
"F-Exclusion","F-Intensity_normalization",0
"F-Concatenate_Runs","F-Intensity_normalization",0
"F-Removal_Init_Vol","F-Intensity_normalization",0
"F-Skull_extraction","F-Intensity_normalization",1
"F-Alignment/Head_motion_est","F-Intensity_normalization",4
"F-Despiking","F-Intensity_normalization",0
"F-Scrubbing","F-Intensity_normalization",0
"F-Interpolate","F-Intensity_normalization",0
"F-Slice_timing_correction","F-Intensity_normalization",1
"F-Field_map_correction","F-Intensity_normalization",0
"F-Unwarp","F-Intensity_normalization",0
"F-Combined_echos","F-Intensity_normalization",0
"F-Intensity_normalization","F-Intensity_normalization",0
"F-Grand_mean_scaling","F-Intensity_normalization",0
"F-Coregistration","F-Intensity_normalization",1
"F-Spatial_normalization","F-Intensity_normalization",19
"F-Spatial_smooth","F-Intensity_normalization",2
"F-Extract_regressors","F-Intensity_normalization",0
"F-surface","F-Intensity_normalization",0
"F-RETROICOR","F-Intensity_normalization",0
"F-RVHRCOR","F-Intensity_normalization",0
"F-ANATICOR","F-Intensity_normalization",0
"F-PESTICA","F-Intensity_normalization",1
"F-CompCor","F-Intensity_normalization",0
"F-tCompCor","F-Intensity_normalization",0
"F-aCompCor","F-Intensity_normalization",0
"F-ME_ICA","F-Intensity_normalization",0
"F-ArtRepair","F-Intensity_normalization",0
"F-Temporal_detrending","F-Intensity_normalization",0
"F-Global_signal","F-Intensity_normalization",0
"F-ICA_FIX","F-Intensity_normalization",0
"F-ICA_AROMA","F-Intensity_normalization",0
"F-Temporal_filt","F-Intensity_normalization",0
"F-motion_regression","F-Intensity_normalization",0
"F-Other_confound_regression","F-Intensity_normalization",0
"F-PhysIO","F-Intensity_normalization",0
"F-Regressors_filter","F-Intensity_normalization",0
"F-Modular_filter_motion","F-Intensity_normalization",0
"F-wavelet_decomposition","F-Intensity_normalization",0
"Atlas_definition","F-Intensity_normalization",0
"Time_series_ROI","F-Intensity_normalization",0
"ROI_definition","F-Intensity_normalization",0
"Combine_block","F-Intensity_normalization",0
"Compute_connectivity","F-Intensity_normalization",0
"Connectivity_normalization","F-Intensity_normalization",0
"Network_definition","F-Intensity_normalization",0
"Graph_characteristics","F-Intensity_normalization",0
"Negative_correlation","F-Intensity_normalization",0
"Sparsity_control","F-Intensity_normalization",0
"Graph_measures","F-Intensity_normalization",0
"Result_aggregation","F-Intensity_normalization",0
"Software","F-Grand_mean_scaling",0
"S-INU_correction","F-Grand_mean_scaling",0
"S-Denoised","F-Grand_mean_scaling",0
"S-Gradient_Distortion_Correction","F-Grand_mean_scaling",0
"S-Fuse_conform","F-Grand_mean_scaling",0
"S-Skull_stripping","F-Grand_mean_scaling",0
"S-Spatial_normalization","F-Grand_mean_scaling",0
"S-BBR_crossmodal_registration","F-Grand_mean_scaling",0
"S-Surface_reconstruction","F-Grand_mean_scaling",0
"S-Segmentation","F-Grand_mean_scaling",0
"F-Exclusion","F-Grand_mean_scaling",0
"F-Concatenate_Runs","F-Grand_mean_scaling",0
"F-Removal_Init_Vol","F-Grand_mean_scaling",0
"F-Skull_extraction","F-Grand_mean_scaling",0
"F-Alignment/Head_motion_est","F-Grand_mean_scaling",0
"F-Despiking","F-Grand_mean_scaling",3
"F-Scrubbing","F-Grand_mean_scaling",0
"F-Interpolate","F-Grand_mean_scaling",0
"F-Slice_timing_correction","F-Grand_mean_scaling",1
"F-Field_map_correction","F-Grand_mean_scaling",0
"F-Unwarp","F-Grand_mean_scaling",1
"F-Combined_echos","F-Grand_mean_scaling",0
"F-Intensity_normalization","F-Grand_mean_scaling",1
"F-Grand_mean_scaling","F-Grand_mean_scaling",0
"F-Coregistration","F-Grand_mean_scaling",0
"F-Spatial_normalization","F-Grand_mean_scaling",1
"F-Spatial_smooth","F-Grand_mean_scaling",2
"F-Extract_regressors","F-Grand_mean_scaling",0
"F-surface","F-Grand_mean_scaling",1
"F-RETROICOR","F-Grand_mean_scaling",0
"F-RVHRCOR","F-Grand_mean_scaling",0
"F-ANATICOR","F-Grand_mean_scaling",0
"F-PESTICA","F-Grand_mean_scaling",0
"F-CompCor","F-Grand_mean_scaling",0
"F-tCompCor","F-Grand_mean_scaling",0
"F-aCompCor","F-Grand_mean_scaling",0
"F-ME_ICA","F-Grand_mean_scaling",0
"F-ArtRepair","F-Grand_mean_scaling",0
"F-Temporal_detrending","F-Grand_mean_scaling",0
"F-Global_signal","F-Grand_mean_scaling",0
"F-ICA_FIX","F-Grand_mean_scaling",0
"F-ICA_AROMA","F-Grand_mean_scaling",0
"F-Temporal_filt","F-Grand_mean_scaling",3
"F-motion_regression","F-Grand_mean_scaling",1
"F-Other_confound_regression","F-Grand_mean_scaling",0
"F-PhysIO","F-Grand_mean_scaling",0
"F-Regressors_filter","F-Grand_mean_scaling",0
"F-Modular_filter_motion","F-Grand_mean_scaling",0
"F-wavelet_decomposition","F-Grand_mean_scaling",0
"Atlas_definition","F-Grand_mean_scaling",0
"Time_series_ROI","F-Grand_mean_scaling",0
"ROI_definition","F-Grand_mean_scaling",0
"Combine_block","F-Grand_mean_scaling",0
"Compute_connectivity","F-Grand_mean_scaling",0
"Connectivity_normalization","F-Grand_mean_scaling",0
"Network_definition","F-Grand_mean_scaling",0
"Graph_characteristics","F-Grand_mean_scaling",0
"Negative_correlation","F-Grand_mean_scaling",0
"Sparsity_control","F-Grand_mean_scaling",0
"Graph_measures","F-Grand_mean_scaling",0
"Result_aggregation","F-Grand_mean_scaling",0
"Software","F-Coregistration",1
"S-INU_correction","F-Coregistration",0
"S-Denoised","F-Coregistration",0
"S-Gradient_Distortion_Correction","F-Coregistration",0
"S-Fuse_conform","F-Coregistration",0
"S-Skull_stripping","F-Coregistration",3
"S-Spatial_normalization","F-Coregistration",5
"S-BBR_crossmodal_registration","F-Coregistration",0
"S-Surface_reconstruction","F-Coregistration",0
"S-Segmentation","F-Coregistration",7
"F-Exclusion","F-Coregistration",8
"F-Concatenate_Runs","F-Coregistration",0
"F-Removal_Init_Vol","F-Coregistration",1
"F-Skull_extraction","F-Coregistration",2
"F-Alignment/Head_motion_est","F-Coregistration",46
"F-Despiking","F-Coregistration",0
"F-Scrubbing","F-Coregistration",5
"F-Interpolate","F-Coregistration",1
"F-Slice_timing_correction","F-Coregistration",6
"F-Field_map_correction","F-Coregistration",2
"F-Unwarp","F-Coregistration",25
"F-Combined_echos","F-Coregistration",0
"F-Intensity_normalization","F-Coregistration",1
"F-Grand_mean_scaling","F-Coregistration",0
"F-Coregistration","F-Coregistration",0
"F-Spatial_normalization","F-Coregistration",0
"F-Spatial_smooth","F-Coregistration",8
"F-Extract_regressors","F-Coregistration",0
"F-surface","F-Coregistration",1
"F-RETROICOR","F-Coregistration",0
"F-RVHRCOR","F-Coregistration",0
"F-ANATICOR","F-Coregistration",0
"F-PESTICA","F-Coregistration",0
"F-CompCor","F-Coregistration",0
"F-tCompCor","F-Coregistration",0
"F-aCompCor","F-Coregistration",0
"F-ME_ICA","F-Coregistration",0
"F-ArtRepair","F-Coregistration",0
"F-Temporal_detrending","F-Coregistration",4
"F-Global_signal","F-Coregistration",3
"F-ICA_FIX","F-Coregistration",0
"F-ICA_AROMA","F-Coregistration",1
"F-Temporal_filt","F-Coregistration",5
"F-motion_regression","F-Coregistration",1
"F-Other_confound_regression","F-Coregistration",2
"F-PhysIO","F-Coregistration",0
"F-Regressors_filter","F-Coregistration",0
"F-Modular_filter_motion","F-Coregistration",0
"F-wavelet_decomposition","F-Coregistration",0
"Atlas_definition","F-Coregistration",0
"Time_series_ROI","F-Coregistration",0
"ROI_definition","F-Coregistration",0
"Combine_block","F-Coregistration",0
"Compute_connectivity","F-Coregistration",0
"Connectivity_normalization","F-Coregistration",0
"Network_definition","F-Coregistration",0
"Graph_characteristics","F-Coregistration",0
"Negative_correlation","F-Coregistration",0
"Sparsity_control","F-Coregistration",0
"Graph_measures","F-Coregistration",0
"Result_aggregation","F-Coregistration",0
"Software","F-Spatial_normalization",1
"S-INU_correction","F-Spatial_normalization",0
"S-Denoised","F-Spatial_normalization",0
"S-Gradient_Distortion_Correction","F-Spatial_normalization",0
"S-Fuse_conform","F-Spatial_normalization",0
"S-Skull_stripping","F-Spatial_normalization",0
"S-Spatial_normalization","F-Spatial_normalization",53
"S-BBR_crossmodal_registration","F-Spatial_normalization",0
"S-Surface_reconstruction","F-Spatial_normalization",0
"S-Segmentation","F-Spatial_normalization",12
"F-Exclusion","F-Spatial_normalization",2
"F-Concatenate_Runs","F-Spatial_normalization",1
"F-Removal_Init_Vol","F-Spatial_normalization",1
"F-Skull_extraction","F-Spatial_normalization",2
"F-Alignment/Head_motion_est","F-Spatial_normalization",35
"F-Despiking","F-Spatial_normalization",0
"F-Scrubbing","F-Spatial_normalization",3
"F-Interpolate","F-Spatial_normalization",0
"F-Slice_timing_correction","F-Spatial_normalization",9
"F-Field_map_correction","F-Spatial_normalization",1
"F-Unwarp","F-Spatial_normalization",1
"F-Combined_echos","F-Spatial_normalization",0
"F-Intensity_normalization","F-Spatial_normalization",2
"F-Grand_mean_scaling","F-Spatial_normalization",0
"F-Coregistration","F-Spatial_normalization",59
"F-Spatial_normalization","F-Spatial_normalization",0
"F-Spatial_smooth","F-Spatial_normalization",0
"F-Extract_regressors","F-Spatial_normalization",0
"F-surface","F-Spatial_normalization",0
"F-RETROICOR","F-Spatial_normalization",0
"F-RVHRCOR","F-Spatial_normalization",0
"F-ANATICOR","F-Spatial_normalization",0
"F-PESTICA","F-Spatial_normalization",0
"F-CompCor","F-Spatial_normalization",0
"F-tCompCor","F-Spatial_normalization",0
"F-aCompCor","F-Spatial_normalization",0
"F-ME_ICA","F-Spatial_normalization",0
"F-ArtRepair","F-Spatial_normalization",0
"F-Temporal_detrending","F-Spatial_normalization",2
"F-Global_signal","F-Spatial_normalization",0
"F-ICA_FIX","F-Spatial_normalization",0
"F-ICA_AROMA","F-Spatial_normalization",0
"F-Temporal_filt","F-Spatial_normalization",3
"F-motion_regression","F-Spatial_normalization",2
"F-Other_confound_regression","F-Spatial_normalization",3
"F-PhysIO","F-Spatial_normalization",0
"F-Regressors_filter","F-Spatial_normalization",0
"F-Modular_filter_motion","F-Spatial_normalization",0
"F-wavelet_decomposition","F-Spatial_normalization",0
"Atlas_definition","F-Spatial_normalization",0
"Time_series_ROI","F-Spatial_normalization",0
"ROI_definition","F-Spatial_normalization",0
"Combine_block","F-Spatial_normalization",0
"Compute_connectivity","F-Spatial_normalization",0
"Connectivity_normalization","F-Spatial_normalization",0
"Network_definition","F-Spatial_normalization",0
"Graph_characteristics","F-Spatial_normalization",0
"Negative_correlation","F-Spatial_normalization",0
"Sparsity_control","F-Spatial_normalization",0
"Graph_measures","F-Spatial_normalization",0
"Result_aggregation","F-Spatial_normalization",0
"Software","F-Spatial_smooth",0
"S-INU_correction","F-Spatial_smooth",0
"S-Denoised","F-Spatial_smooth",0
"S-Gradient_Distortion_Correction","F-Spatial_smooth",0
"S-Fuse_conform","F-Spatial_smooth",0
"S-Skull_stripping","F-Spatial_smooth",0
"S-Spatial_normalization","F-Spatial_smooth",0
"S-BBR_crossmodal_registration","F-Spatial_smooth",0
"S-Surface_reconstruction","F-Spatial_smooth",0
"S-Segmentation","F-Spatial_smooth",1
"F-Exclusion","F-Spatial_smooth",2
"F-Concatenate_Runs","F-Spatial_smooth",0
"F-Removal_Init_Vol","F-Spatial_smooth",0
"F-Skull_extraction","F-Spatial_smooth",3
"F-Alignment/Head_motion_est","F-Spatial_smooth",6
"F-Despiking","F-Spatial_smooth",2
"F-Scrubbing","F-Spatial_smooth",2
"F-Interpolate","F-Spatial_smooth",0
"F-Slice_timing_correction","F-Spatial_smooth",3
"F-Field_map_correction","F-Spatial_smooth",1
"F-Unwarp","F-Spatial_smooth",0
"F-Combined_echos","F-Spatial_smooth",0
"F-Intensity_normalization","F-Spatial_smooth",2
"F-Grand_mean_scaling","F-Spatial_smooth",3
"F-Coregistration","F-Spatial_smooth",2
"F-Spatial_normalization","F-Spatial_smooth",73
"F-Spatial_smooth","F-Spatial_smooth",0
"F-Extract_regressors","F-Spatial_smooth",2
"F-surface","F-Spatial_smooth",2
"F-RETROICOR","F-Spatial_smooth",0
"F-RVHRCOR","F-Spatial_smooth",0
"F-ANATICOR","F-Spatial_smooth",0
"F-PESTICA","F-Spatial_smooth",0
"F-CompCor","F-Spatial_smooth",0
"F-tCompCor","F-Spatial_smooth",0
"F-aCompCor","F-Spatial_smooth",0
"F-ME_ICA","F-Spatial_smooth",0
"F-ArtRepair","F-Spatial_smooth",0
"F-Temporal_detrending","F-Spatial_smooth",3
"F-Global_signal","F-Spatial_smooth",0
"F-ICA_FIX","F-Spatial_smooth",0
"F-ICA_AROMA","F-Spatial_smooth",1
"F-Temporal_filt","F-Spatial_smooth",15
"F-motion_regression","F-Spatial_smooth",3
"F-Other_confound_regression","F-Spatial_smooth",3
"F-PhysIO","F-Spatial_smooth",0
"F-Regressors_filter","F-Spatial_smooth",0
"F-Modular_filter_motion","F-Spatial_smooth",0
"F-wavelet_decomposition","F-Spatial_smooth",0
"Atlas_definition","F-Spatial_smooth",0
"Time_series_ROI","F-Spatial_smooth",0
"ROI_definition","F-Spatial_smooth",0
"Combine_block","F-Spatial_smooth",0
"Compute_connectivity","F-Spatial_smooth",0
"Connectivity_normalization","F-Spatial_smooth",0
"Network_definition","F-Spatial_smooth",0
"Graph_characteristics","F-Spatial_smooth",0
"Negative_correlation","F-Spatial_smooth",0
"Sparsity_control","F-Spatial_smooth",0
"Graph_measures","F-Spatial_smooth",0
"Result_aggregation","F-Spatial_smooth",0
"Software","F-Extract_regressors",0
"S-INU_correction","F-Extract_regressors",0
"S-Denoised","F-Extract_regressors",0
"S-Gradient_Distortion_Correction","F-Extract_regressors",0
"S-Fuse_conform","F-Extract_regressors",0
"S-Skull_stripping","F-Extract_regressors",0
"S-Spatial_normalization","F-Extract_regressors",0
"S-BBR_crossmodal_registration","F-Extract_regressors",0
"S-Surface_reconstruction","F-Extract_regressors",0
"S-Segmentation","F-Extract_regressors",1
"F-Exclusion","F-Extract_regressors",0
"F-Concatenate_Runs","F-Extract_regressors",0
"F-Removal_Init_Vol","F-Extract_regressors",0
"F-Skull_extraction","F-Extract_regressors",0
"F-Alignment/Head_motion_est","F-Extract_regressors",0
"F-Despiking","F-Extract_regressors",0
"F-Scrubbing","F-Extract_regressors",0
"F-Interpolate","F-Extract_regressors",0
"F-Slice_timing_correction","F-Extract_regressors",0
"F-Field_map_correction","F-Extract_regressors",0
"F-Unwarp","F-Extract_regressors",0
"F-Combined_echos","F-Extract_regressors",0
"F-Intensity_normalization","F-Extract_regressors",0
"F-Grand_mean_scaling","F-Extract_regressors",0
"F-Coregistration","F-Extract_regressors",0
"F-Spatial_normalization","F-Extract_regressors",1
"F-Spatial_smooth","F-Extract_regressors",0
"F-Extract_regressors","F-Extract_regressors",0
"F-surface","F-Extract_regressors",0
"F-RETROICOR","F-Extract_regressors",0
"F-RVHRCOR","F-Extract_regressors",0
"F-ANATICOR","F-Extract_regressors",0
"F-PESTICA","F-Extract_regressors",0
"F-CompCor","F-Extract_regressors",0
"F-tCompCor","F-Extract_regressors",0
"F-aCompCor","F-Extract_regressors",0
"F-ME_ICA","F-Extract_regressors",0
"F-ArtRepair","F-Extract_regressors",0
"F-Temporal_detrending","F-Extract_regressors",0
"F-Global_signal","F-Extract_regressors",0
"F-ICA_FIX","F-Extract_regressors",0
"F-ICA_AROMA","F-Extract_regressors",0
"F-Temporal_filt","F-Extract_regressors",1
"F-motion_regression","F-Extract_regressors",0
"F-Other_confound_regression","F-Extract_regressors",0
"F-PhysIO","F-Extract_regressors",0
"F-Regressors_filter","F-Extract_regressors",0
"F-Modular_filter_motion","F-Extract_regressors",0
"F-wavelet_decomposition","F-Extract_regressors",0
"Atlas_definition","F-Extract_regressors",0
"Time_series_ROI","F-Extract_regressors",0
"ROI_definition","F-Extract_regressors",0
"Combine_block","F-Extract_regressors",0
"Compute_connectivity","F-Extract_regressors",0
"Connectivity_normalization","F-Extract_regressors",0
"Network_definition","F-Extract_regressors",0
"Graph_characteristics","F-Extract_regressors",0
"Negative_correlation","F-Extract_regressors",0
"Sparsity_control","F-Extract_regressors",0
"Graph_measures","F-Extract_regressors",0
"Result_aggregation","F-Extract_regressors",0
"Software","F-surface",0
"S-INU_correction","F-surface",0
"S-Denoised","F-surface",0
"S-Gradient_Distortion_Correction","F-surface",0
"S-Fuse_conform","F-surface",0
"S-Skull_stripping","F-surface",0
"S-Spatial_normalization","F-surface",0
"S-BBR_crossmodal_registration","F-surface",0
"S-Surface_reconstruction","F-surface",0
"S-Segmentation","F-surface",0
"F-Exclusion","F-surface",1
"F-Concatenate_Runs","F-surface",0
"F-Removal_Init_Vol","F-surface",0
"F-Skull_extraction","F-surface",0
"F-Alignment/Head_motion_est","F-surface",1
"F-Despiking","F-surface",0
"F-Scrubbing","F-surface",0
"F-Interpolate","F-surface",0
"F-Slice_timing_correction","F-surface",0
"F-Field_map_correction","F-surface",0
"F-Unwarp","F-surface",0
"F-Combined_echos","F-surface",0
"F-Intensity_normalization","F-surface",10
"F-Grand_mean_scaling","F-surface",0
"F-Coregistration","F-surface",0
"F-Spatial_normalization","F-surface",0
"F-Spatial_smooth","F-surface",0
"F-Extract_regressors","F-surface",0
"F-surface","F-surface",0
"F-RETROICOR","F-surface",0
"F-RVHRCOR","F-surface",0
"F-ANATICOR","F-surface",0
"F-PESTICA","F-surface",0
"F-CompCor","F-surface",0
"F-tCompCor","F-surface",0
"F-aCompCor","F-surface",0
"F-ME_ICA","F-surface",0
"F-ArtRepair","F-surface",0
"F-Temporal_detrending","F-surface",0
"F-Global_signal","F-surface",0
"F-ICA_FIX","F-surface",1
"F-ICA_AROMA","F-surface",0
"F-Temporal_filt","F-surface",0
"F-motion_regression","F-surface",0
"F-Other_confound_regression","F-surface",2
"F-PhysIO","F-surface",0
"F-Regressors_filter","F-surface",0
"F-Modular_filter_motion","F-surface",0
"F-wavelet_decomposition","F-surface",0
"Atlas_definition","F-surface",0
"Time_series_ROI","F-surface",0
"ROI_definition","F-surface",0
"Combine_block","F-surface",0
"Compute_connectivity","F-surface",0
"Connectivity_normalization","F-surface",0
"Network_definition","F-surface",0
"Graph_characteristics","F-surface",0
"Negative_correlation","F-surface",0
"Sparsity_control","F-surface",0
"Graph_measures","F-surface",0
"Result_aggregation","F-surface",0
"Software","F-RETROICOR",1
"S-INU_correction","F-RETROICOR",0
"S-Denoised","F-RETROICOR",0
"S-Gradient_Distortion_Correction","F-RETROICOR",0
"S-Fuse_conform","F-RETROICOR",0
"S-Skull_stripping","F-RETROICOR",0
"S-Spatial_normalization","F-RETROICOR",0
"S-BBR_crossmodal_registration","F-RETROICOR",0
"S-Surface_reconstruction","F-RETROICOR",0
"S-Segmentation","F-RETROICOR",0
"F-Exclusion","F-RETROICOR",0
"F-Concatenate_Runs","F-RETROICOR",0
"F-Removal_Init_Vol","F-RETROICOR",1
"F-Skull_extraction","F-RETROICOR",0
"F-Alignment/Head_motion_est","F-RETROICOR",0
"F-Despiking","F-RETROICOR",0
"F-Scrubbing","F-RETROICOR",0
"F-Interpolate","F-RETROICOR",0
"F-Slice_timing_correction","F-RETROICOR",1
"F-Field_map_correction","F-RETROICOR",0
"F-Unwarp","F-RETROICOR",0
"F-Combined_echos","F-RETROICOR",0
"F-Intensity_normalization","F-RETROICOR",0
"F-Grand_mean_scaling","F-RETROICOR",0
"F-Coregistration","F-RETROICOR",0
"F-Spatial_normalization","F-RETROICOR",0
"F-Spatial_smooth","F-RETROICOR",0
"F-Extract_regressors","F-RETROICOR",0
"F-surface","F-RETROICOR",0
"F-RETROICOR","F-RETROICOR",0
"F-RVHRCOR","F-RETROICOR",0
"F-ANATICOR","F-RETROICOR",0
"F-PESTICA","F-RETROICOR",0
"F-CompCor","F-RETROICOR",0
"F-tCompCor","F-RETROICOR",0
"F-aCompCor","F-RETROICOR",0
"F-ME_ICA","F-RETROICOR",0
"F-ArtRepair","F-RETROICOR",0
"F-Temporal_detrending","F-RETROICOR",0
"F-Global_signal","F-RETROICOR",0
"F-ICA_FIX","F-RETROICOR",0
"F-ICA_AROMA","F-RETROICOR",0
"F-Temporal_filt","F-RETROICOR",0
"F-motion_regression","F-RETROICOR",0
"F-Other_confound_regression","F-RETROICOR",0
"F-PhysIO","F-RETROICOR",0
"F-Regressors_filter","F-RETROICOR",0
"F-Modular_filter_motion","F-RETROICOR",0
"F-wavelet_decomposition","F-RETROICOR",0
"Atlas_definition","F-RETROICOR",0
"Time_series_ROI","F-RETROICOR",0
"ROI_definition","F-RETROICOR",0
"Combine_block","F-RETROICOR",0
"Compute_connectivity","F-RETROICOR",0
"Connectivity_normalization","F-RETROICOR",0
"Network_definition","F-RETROICOR",0
"Graph_characteristics","F-RETROICOR",0
"Negative_correlation","F-RETROICOR",0
"Sparsity_control","F-RETROICOR",0
"Graph_measures","F-RETROICOR",0
"Result_aggregation","F-RETROICOR",0
"Software","F-RVHRCOR",0
"S-INU_correction","F-RVHRCOR",0
"S-Denoised","F-RVHRCOR",0
"S-Gradient_Distortion_Correction","F-RVHRCOR",0
"S-Fuse_conform","F-RVHRCOR",0
"S-Skull_stripping","F-RVHRCOR",0
"S-Spatial_normalization","F-RVHRCOR",0
"S-BBR_crossmodal_registration","F-RVHRCOR",0
"S-Surface_reconstruction","F-RVHRCOR",0
"S-Segmentation","F-RVHRCOR",0
"F-Exclusion","F-RVHRCOR",0
"F-Concatenate_Runs","F-RVHRCOR",0
"F-Removal_Init_Vol","F-RVHRCOR",0
"F-Skull_extraction","F-RVHRCOR",0
"F-Alignment/Head_motion_est","F-RVHRCOR",0
"F-Despiking","F-RVHRCOR",0
"F-Scrubbing","F-RVHRCOR",0
"F-Interpolate","F-RVHRCOR",0
"F-Slice_timing_correction","F-RVHRCOR",0
"F-Field_map_correction","F-RVHRCOR",0
"F-Unwarp","F-RVHRCOR",0
"F-Combined_echos","F-RVHRCOR",0
"F-Intensity_normalization","F-RVHRCOR",0
"F-Grand_mean_scaling","F-RVHRCOR",0
"F-Coregistration","F-RVHRCOR",0
"F-Spatial_normalization","F-RVHRCOR",0
"F-Spatial_smooth","F-RVHRCOR",0
"F-Extract_regressors","F-RVHRCOR",0
"F-surface","F-RVHRCOR",0
"F-RETROICOR","F-RVHRCOR",1
"F-RVHRCOR","F-RVHRCOR",0
"F-ANATICOR","F-RVHRCOR",0
"F-PESTICA","F-RVHRCOR",0
"F-CompCor","F-RVHRCOR",0
"F-tCompCor","F-RVHRCOR",0
"F-aCompCor","F-RVHRCOR",0
"F-ME_ICA","F-RVHRCOR",0
"F-ArtRepair","F-RVHRCOR",0
"F-Temporal_detrending","F-RVHRCOR",0
"F-Global_signal","F-RVHRCOR",0
"F-ICA_FIX","F-RVHRCOR",0
"F-ICA_AROMA","F-RVHRCOR",0
"F-Temporal_filt","F-RVHRCOR",0
"F-motion_regression","F-RVHRCOR",0
