"source","target","value"
"F-Other_confound_regression","F-RVHRCOR",0
"F-PhysIO","F-RVHRCOR",0
"F-Regressors_filter","F-RVHRCOR",0
"F-Modular_filter_motion","F-RVHRCOR",0
"F-wavelet_decomposition","F-RVHRCOR",0
"Atlas_definition","F-RVHRCOR",0
"Time_series_ROI","F-RVHRCOR",0
"ROI_definition","F-RVHRCOR",0
"Combine_block","F-RVHRCOR",0
"Compute_connectivity","F-RVHRCOR",0
"Connectivity_normalization","F-RVHRCOR",0
"Network_definition","F-RVHRCOR",0
"Graph_characteristics","F-RVHRCOR",0
"Negative_correlation","F-RVHRCOR",0
"Sparsity_control","F-RVHRCOR",0
"Graph_measures","F-RVHRCOR",0
"Result_aggregation","F-RVHRCOR",0
"Software","F-ANATICOR",0
"S-INU_correction","F-ANATICOR",0
"S-Denoised","F-ANATICOR",0
"S-Gradient_Distortion_Correction","F-ANATICOR",0
"S-Fuse_conform","F-ANATICOR",0
"S-Skull_stripping","F-ANATICOR",0
"S-Spatial_normalization","F-ANATICOR",0
"S-BBR_crossmodal_registration","F-ANATICOR",0
"S-Surface_reconstruction","F-ANATICOR",0
"S-Segmentation","F-ANATICOR",0
"F-Exclusion","F-ANATICOR",0
"F-Concatenate_Runs","F-ANATICOR",0
"F-Removal_Init_Vol","F-ANATICOR",0
"F-Skull_extraction","F-ANATICOR",0
"F-Alignment/Head_motion_est","F-ANATICOR",0
"F-Despiking","F-ANATICOR",0
"F-Scrubbing","F-ANATICOR",0
"F-Interpolate","F-ANATICOR",0
"F-Slice_timing_correction","F-ANATICOR",0
"F-Field_map_correction","F-ANATICOR",0
"F-Unwarp","F-ANATICOR",0
"F-Combined_echos","F-ANATICOR",0
"F-Intensity_normalization","F-ANATICOR",0
"F-Grand_mean_scaling","F-ANATICOR",0
"F-Coregistration","F-ANATICOR",0
"F-Spatial_normalization","F-ANATICOR",0
"F-Spatial_smooth","F-ANATICOR",0
"F-Extract_regressors","F-ANATICOR",0
"F-surface","F-ANATICOR",0
"F-RETROICOR","F-ANATICOR",0
"F-RVHRCOR","F-ANATICOR",0
"F-ANATICOR","F-ANATICOR",0
"F-PESTICA","F-ANATICOR",0
"F-CompCor","F-ANATICOR",0
"F-tCompCor","F-ANATICOR",0
"F-aCompCor","F-ANATICOR",0
"F-ME_ICA","F-ANATICOR",0
"F-ArtRepair","F-ANATICOR",0
"F-Temporal_detrending","F-ANATICOR",0
"F-Global_signal","F-ANATICOR",0
"F-ICA_FIX","F-ANATICOR",0
"F-ICA_AROMA","F-ANATICOR",0
"F-Temporal_filt","F-ANATICOR",0
"F-motion_regression","F-ANATICOR",1
"F-Other_confound_regression","F-ANATICOR",0
"F-PhysIO","F-ANATICOR",0
"F-Regressors_filter","F-ANATICOR",0
"F-Modular_filter_motion","F-ANATICOR",0
"F-wavelet_decomposition","F-ANATICOR",0
"Atlas_definition","F-ANATICOR",0
"Time_series_ROI","F-ANATICOR",0
"ROI_definition","F-ANATICOR",0
"Combine_block","F-ANATICOR",0
"Compute_connectivity","F-ANATICOR",0
"Connectivity_normalization","F-ANATICOR",0
"Network_definition","F-ANATICOR",0
"Graph_characteristics","F-ANATICOR",0
"Negative_correlation","F-ANATICOR",0
"Sparsity_control","F-ANATICOR",0
"Graph_measures","F-ANATICOR",0
"Result_aggregation","F-ANATICOR",0
"Software","F-PESTICA",0
"S-INU_correction","F-PESTICA",0
"S-Denoised","F-PESTICA",0
"S-Gradient_Distortion_Correction","F-PESTICA",0
"S-Fuse_conform","F-PESTICA",0
"S-Skull_stripping","F-PESTICA",0
"S-Spatial_normalization","F-PESTICA",0
"S-BBR_crossmodal_registration","F-PESTICA",0
"S-Surface_reconstruction","F-PESTICA",0
"S-Segmentation","F-PESTICA",0
"F-Exclusion","F-PESTICA",0
"F-Concatenate_Runs","F-PESTICA",0
"F-Removal_Init_Vol","F-PESTICA",0
"F-Skull_extraction","F-PESTICA",0
"F-Alignment/Head_motion_est","F-PESTICA",1
"F-Despiking","F-PESTICA",0
"F-Scrubbing","F-PESTICA",0
"F-Interpolate","F-PESTICA",0
"F-Slice_timing_correction","F-PESTICA",0
"F-Field_map_correction","F-PESTICA",0
"F-Unwarp","F-PESTICA",0
"F-Combined_echos","F-PESTICA",0
"F-Intensity_normalization","F-PESTICA",0
"F-Grand_mean_scaling","F-PESTICA",0
"F-Coregistration","F-PESTICA",0
"F-Spatial_normalization","F-PESTICA",0
"F-Spatial_smooth","F-PESTICA",0
"F-Extract_regressors","F-PESTICA",0
"F-surface","F-PESTICA",0
"F-RETROICOR","F-PESTICA",0
"F-RVHRCOR","F-PESTICA",0
"F-ANATICOR","F-PESTICA",0
"F-PESTICA","F-PESTICA",0
"F-CompCor","F-PESTICA",0
"F-tCompCor","F-PESTICA",0
"F-aCompCor","F-PESTICA",0
"F-ME_ICA","F-PESTICA",0
"F-ArtRepair","F-PESTICA",0
"F-Temporal_detrending","F-PESTICA",0
"F-Global_signal","F-PESTICA",0
"F-ICA_FIX","F-PESTICA",0
"F-ICA_AROMA","F-PESTICA",0
"F-Temporal_filt","F-PESTICA",0
"F-motion_regression","F-PESTICA",0
"F-Other_confound_regression","F-PESTICA",0
"F-PhysIO","F-PESTICA",0
"F-Regressors_filter","F-PESTICA",0
"F-Modular_filter_motion","F-PESTICA",0
"F-wavelet_decomposition","F-PESTICA",0
"Atlas_definition","F-PESTICA",0
"Time_series_ROI","F-PESTICA",0
"ROI_definition","F-PESTICA",0
"Combine_block","F-PESTICA",0
"Compute_connectivity","F-PESTICA",0
"Connectivity_normalization","F-PESTICA",0
"Network_definition","F-PESTICA",0
"Graph_characteristics","F-PESTICA",0
"Negative_correlation","F-PESTICA",0
"Sparsity_control","F-PESTICA",0
"Graph_measures","F-PESTICA",0
"Result_aggregation","F-PESTICA",0
"Software","F-CompCor",0
"S-INU_correction","F-CompCor",0
"S-Denoised","F-CompCor",0
"S-Gradient_Distortion_Correction","F-CompCor",0
"S-Fuse_conform","F-CompCor",0
"S-Skull_stripping","F-CompCor",0
"S-Spatial_normalization","F-CompCor",0
"S-BBR_crossmodal_registration","F-CompCor",0
"S-Surface_reconstruction","F-CompCor",0
"S-Segmentation","F-CompCor",0
"F-Exclusion","F-CompCor",0
"F-Concatenate_Runs","F-CompCor",0
"F-Removal_Init_Vol","F-CompCor",0
"F-Skull_extraction","F-CompCor",0
"F-Alignment/Head_motion_est","F-CompCor",0
"F-Despiking","F-CompCor",1
"F-Scrubbing","F-CompCor",0
"F-Interpolate","F-CompCor",0
"F-Slice_timing_correction","F-CompCor",0
"F-Field_map_correction","F-CompCor",0
"F-Unwarp","F-CompCor",0
"F-Combined_echos","F-CompCor",0
"F-Intensity_normalization","F-CompCor",0
"F-Grand_mean_scaling","F-CompCor",0
"F-Coregistration","F-CompCor",0
"F-Spatial_normalization","F-CompCor",0
"F-Spatial_smooth","F-CompCor",3
"F-Extract_regressors","F-CompCor",0
"F-surface","F-CompCor",0
"F-RETROICOR","F-CompCor",0
"F-RVHRCOR","F-CompCor",0
"F-ANATICOR","F-CompCor",0
"F-PESTICA","F-CompCor",0
"F-CompCor","F-CompCor",0
"F-tCompCor","F-CompCor",0
"F-aCompCor","F-CompCor",0
"F-ME_ICA","F-CompCor",0
"F-ArtRepair","F-CompCor",0
"F-Temporal_detrending","F-CompCor",1
"F-Global_signal","F-CompCor",0
"F-ICA_FIX","F-CompCor",0
"F-ICA_AROMA","F-CompCor",0
"F-Temporal_filt","F-CompCor",0
"F-motion_regression","F-CompCor",1
"F-Other_confound_regression","F-CompCor",1
"F-PhysIO","F-CompCor",0
"F-Regressors_filter","F-CompCor",0
"F-Modular_filter_motion","F-CompCor",0
"F-wavelet_decomposition","F-CompCor",0
"Atlas_definition","F-CompCor",0
"Time_series_ROI","F-CompCor",0
"ROI_definition","F-CompCor",1
"Combine_block","F-CompCor",0
"Compute_connectivity","F-CompCor",0
"Connectivity_normalization","F-CompCor",0
"Network_definition","F-CompCor",0
"Graph_characteristics","F-CompCor",0
"Negative_correlation","F-CompCor",0
"Sparsity_control","F-CompCor",0
"Graph_measures","F-CompCor",0
"Result_aggregation","F-CompCor",0
"Software","F-tCompCor",0
"S-INU_correction","F-tCompCor",0
"S-Denoised","F-tCompCor",0
"S-Gradient_Distortion_Correction","F-tCompCor",0
"S-Fuse_conform","F-tCompCor",0
"S-Skull_stripping","F-tCompCor",0
"S-Spatial_normalization","F-tCompCor",0
"S-BBR_crossmodal_registration","F-tCompCor",0
"S-Surface_reconstruction","F-tCompCor",0
"S-Segmentation","F-tCompCor",0
"F-Exclusion","F-tCompCor",0
"F-Concatenate_Runs","F-tCompCor",0
"F-Removal_Init_Vol","F-tCompCor",0
"F-Skull_extraction","F-tCompCor",0
"F-Alignment/Head_motion_est","F-tCompCor",0
"F-Despiking","F-tCompCor",0
"F-Scrubbing","F-tCompCor",0
"F-Interpolate","F-tCompCor",0
"F-Slice_timing_correction","F-tCompCor",0
"F-Field_map_correction","F-tCompCor",0
"F-Unwarp","F-tCompCor",0
"F-Combined_echos","F-tCompCor",0
"F-Intensity_normalization","F-tCompCor",0
"F-Grand_mean_scaling","F-tCompCor",0
"F-Coregistration","F-tCompCor",1
"F-Spatial_normalization","F-tCompCor",0
"F-Spatial_smooth","F-tCompCor",0
"F-Extract_regressors","F-tCompCor",0
"F-surface","F-tCompCor",0
"F-RETROICOR","F-tCompCor",0
"F-RVHRCOR","F-tCompCor",0
"F-ANATICOR","F-tCompCor",0
"F-PESTICA","F-tCompCor",0
"F-CompCor","F-tCompCor",0
"F-tCompCor","F-tCompCor",0
"F-aCompCor","F-tCompCor",0
"F-ME_ICA","F-tCompCor",0
"F-ArtRepair","F-tCompCor",0
"F-Temporal_detrending","F-tCompCor",0
"F-Global_signal","F-tCompCor",0
"F-ICA_FIX","F-tCompCor",0
"F-ICA_AROMA","F-tCompCor",0
"F-Temporal_filt","F-tCompCor",0
"F-motion_regression","F-tCompCor",0
"F-Other_confound_regression","F-tCompCor",0
"F-PhysIO","F-tCompCor",0
"F-Regressors_filter","F-tCompCor",0
"F-Modular_filter_motion","F-tCompCor",0
"F-wavelet_decomposition","F-tCompCor",0
"Atlas_definition","F-tCompCor",0
"Time_series_ROI","F-tCompCor",0
"ROI_definition","F-tCompCor",0
"Combine_block","F-tCompCor",0
"Compute_connectivity","F-tCompCor",0
"Connectivity_normalization","F-tCompCor",0
"Network_definition","F-tCompCor",0
"Graph_characteristics","F-tCompCor",0
"Negative_correlation","F-tCompCor",0
"Sparsity_control","F-tCompCor",0
"Graph_measures","F-tCompCor",0
"Result_aggregation","F-tCompCor",0
"Software","F-aCompCor",0
"S-INU_correction","F-aCompCor",0
"S-Denoised","F-aCompCor",0
"S-Gradient_Distortion_Correction","F-aCompCor",0
"S-Fuse_conform","F-aCompCor",0
"S-Skull_stripping","F-aCompCor",0
"S-Spatial_normalization","F-aCompCor",0
"S-BBR_crossmodal_registration","F-aCompCor",0
"S-Surface_reconstruction","F-aCompCor",0
"S-Segmentation","F-aCompCor",0
"F-Exclusion","F-aCompCor",1
"F-Concatenate_Runs","F-aCompCor",0
"F-Removal_Init_Vol","F-aCompCor",0
"F-Skull_extraction","F-aCompCor",0
"F-Alignment/Head_motion_est","F-aCompCor",0
"F-Despiking","F-aCompCor",0
"F-Scrubbing","F-aCompCor",2
"F-Interpolate","F-aCompCor",0
"F-Slice_timing_correction","F-aCompCor",0
"F-Field_map_correction","F-aCompCor",0
"F-Unwarp","F-aCompCor",0
"F-Combined_echos","F-aCompCor",0
"F-Intensity_normalization","F-aCompCor",0
"F-Grand_mean_scaling","F-aCompCor",0
"F-Coregistration","F-aCompCor",1
"F-Spatial_normalization","F-aCompCor",1
"F-Spatial_smooth","F-aCompCor",1
"F-Extract_regressors","F-aCompCor",0
"F-surface","F-aCompCor",0
"F-RETROICOR","F-aCompCor",0
"F-RVHRCOR","F-aCompCor",0
"F-ANATICOR","F-aCompCor",0
"F-PESTICA","F-aCompCor",0
"F-CompCor","F-aCompCor",0
"F-tCompCor","F-aCompCor",1
"F-aCompCor","F-aCompCor",0
"F-ME_ICA","F-aCompCor",0
"F-ArtRepair","F-aCompCor",0
"F-Temporal_detrending","F-aCompCor",0
"F-Global_signal","F-aCompCor",0
"F-ICA_FIX","F-aCompCor",0
"F-ICA_AROMA","F-aCompCor",0
"F-Temporal_filt","F-aCompCor",1
"F-motion_regression","F-aCompCor",6
"F-Other_confound_regression","F-aCompCor",1
"F-PhysIO","F-aCompCor",0
"F-Regressors_filter","F-aCompCor",0
"F-Modular_filter_motion","F-aCompCor",0
"F-wavelet_decomposition","F-aCompCor",0
"Atlas_definition","F-aCompCor",0
"Time_series_ROI","F-aCompCor",1
"ROI_definition","F-aCompCor",0
"Combine_block","F-aCompCor",0
"Compute_connectivity","F-aCompCor",0
"Connectivity_normalization","F-aCompCor",0
"Network_definition","F-aCompCor",0
"Graph_characteristics","F-aCompCor",0
"Negative_correlation","F-aCompCor",0
"Sparsity_control","F-aCompCor",0
"Graph_measures","F-aCompCor",0
"Result_aggregation","F-aCompCor",0
"Software","F-ME_ICA",0
"S-INU_correction","F-ME_ICA",0
"S-Denoised","F-ME_ICA",0
"S-Gradient_Distortion_Correction","F-ME_ICA",0
"S-Fuse_conform","F-ME_ICA",0
"S-Skull_stripping","F-ME_ICA",0
"S-Spatial_normalization","F-ME_ICA",0
"S-BBR_crossmodal_registration","F-ME_ICA",0
"S-Surface_reconstruction","F-ME_ICA",0
"S-Segmentation","F-ME_ICA",0
"F-Exclusion","F-ME_ICA",0
"F-Concatenate_Runs","F-ME_ICA",0
"F-Removal_Init_Vol","F-ME_ICA",0
"F-Skull_extraction","F-ME_ICA",0
"F-Alignment/Head_motion_est","F-ME_ICA",0
"F-Despiking","F-ME_ICA",0
"F-Scrubbing","F-ME_ICA",0
"F-Interpolate","F-ME_ICA",0
"F-Slice_timing_correction","F-ME_ICA",0
"F-Field_map_correction","F-ME_ICA",0
"F-Unwarp","F-ME_ICA",0
"F-Combined_echos","F-ME_ICA",0
"F-Intensity_normalization","F-ME_ICA",0
"F-Grand_mean_scaling","F-ME_ICA",0
"F-Coregistration","F-ME_ICA",1
"F-Spatial_normalization","F-ME_ICA",0
"F-Spatial_smooth","F-ME_ICA",0
"F-Extract_regressors","F-ME_ICA",0
"F-surface","F-ME_ICA",0
"F-RETROICOR","F-ME_ICA",0
"F-RVHRCOR","F-ME_ICA",0
"F-ANATICOR","F-ME_ICA",0
"F-PESTICA","F-ME_ICA",0
"F-CompCor","F-ME_ICA",0
"F-tCompCor","F-ME_ICA",0
"F-aCompCor","F-ME_ICA",0
"F-ME_ICA","F-ME_ICA",0
"F-ArtRepair","F-ME_ICA",0
"F-Temporal_detrending","F-ME_ICA",0
"F-Global_signal","F-ME_ICA",0
"F-ICA_FIX","F-ME_ICA",0
"F-ICA_AROMA","F-ME_ICA",0
"F-Temporal_filt","F-ME_ICA",0
"F-motion_regression","F-ME_ICA",0
"F-Other_confound_regression","F-ME_ICA",0
"F-PhysIO","F-ME_ICA",0
"F-Regressors_filter","F-ME_ICA",0
"F-Modular_filter_motion","F-ME_ICA",0
"F-wavelet_decomposition","F-ME_ICA",0
"Atlas_definition","F-ME_ICA",0
"Time_series_ROI","F-ME_ICA",0
"ROI_definition","F-ME_ICA",0
"Combine_block","F-ME_ICA",0
"Compute_connectivity","F-ME_ICA",0
"Connectivity_normalization","F-ME_ICA",0
"Network_definition","F-ME_ICA",0
"Graph_characteristics","F-ME_ICA",0
"Negative_correlation","F-ME_ICA",0
"Sparsity_control","F-ME_ICA",0
"Graph_measures","F-ME_ICA",0
"Result_aggregation","F-ME_ICA",0
"Software","F-ArtRepair",0
"S-INU_correction","F-ArtRepair",0
"S-Denoised","F-ArtRepair",0
"S-Gradient_Distortion_Correction","F-ArtRepair",0
"S-Fuse_conform","F-ArtRepair",0
"S-Skull_stripping","F-ArtRepair",0
"S-Spatial_normalization","F-ArtRepair",0
"S-BBR_crossmodal_registration","F-ArtRepair",0
"S-Surface_reconstruction","F-ArtRepair",0
"S-Segmentation","F-ArtRepair",0
"F-Exclusion","F-ArtRepair",0
"F-Concatenate_Runs","F-ArtRepair",0
"F-Removal_Init_Vol","F-ArtRepair",0
"F-Skull_extraction","F-ArtRepair",0
"F-Alignment/Head_motion_est","F-ArtRepair",0
"F-Despiking","F-ArtRepair",0
"F-Scrubbing","F-ArtRepair",0
"F-Interpolate","F-ArtRepair",0
"F-Slice_timing_correction","F-ArtRepair",0
"F-Field_map_correction","F-ArtRepair",0
"F-Unwarp","F-ArtRepair",0
"F-Combined_echos","F-ArtRepair",0
"F-Intensity_normalization","F-ArtRepair",0
"F-Grand_mean_scaling","F-ArtRepair",0
"F-Coregistration","F-ArtRepair",0
"F-Spatial_normalization","F-ArtRepair",0
"F-Spatial_smooth","F-ArtRepair",1
"F-Extract_regressors","F-ArtRepair",0
"F-surface","F-ArtRepair",0
"F-RETROICOR","F-ArtRepair",0
"F-RVHRCOR","F-ArtRepair",0
"F-ANATICOR","F-ArtRepair",0
"F-PESTICA","F-ArtRepair",0
"F-CompCor","F-ArtRepair",0
"F-tCompCor","F-ArtRepair",0
"F-aCompCor","F-ArtRepair",1
"F-ME_ICA","F-ArtRepair",0
"F-ArtRepair","F-ArtRepair",0
"F-Temporal_detrending","F-ArtRepair",0
"F-Global_signal","F-ArtRepair",0
"F-ICA_FIX","F-ArtRepair",0
"F-ICA_AROMA","F-ArtRepair",0
"F-Temporal_filt","F-ArtRepair",0
"F-motion_regression","F-ArtRepair",0
"F-Other_confound_regression","F-ArtRepair",0
"F-PhysIO","F-ArtRepair",0
"F-Regressors_filter","F-ArtRepair",0
"F-Modular_filter_motion","F-ArtRepair",0
"F-wavelet_decomposition","F-ArtRepair",0
"Atlas_definition","F-ArtRepair",0
"Time_series_ROI","F-ArtRepair",0
"ROI_definition","F-ArtRepair",0
"Combine_block","F-ArtRepair",0
"Compute_connectivity","F-ArtRepair",0
"Connectivity_normalization","F-ArtRepair",0
"Network_definition","F-ArtRepair",0
"Graph_characteristics","F-ArtRepair",0
"Negative_correlation","F-ArtRepair",0
"Sparsity_control","F-ArtRepair",0
"Graph_measures","F-ArtRepair",0
"Result_aggregation","F-ArtRepair",0
"Software","F-Temporal_detrending",0
"S-INU_correction","F-Temporal_detrending",0
"S-Denoised","F-Temporal_detrending",0
"S-Gradient_Distortion_Correction","F-Temporal_detrending",0
"S-Fuse_conform","F-Temporal_detrending",0
"S-Skull_stripping","F-Temporal_detrending",0
"S-Spatial_normalization","F-Temporal_detrending",1
"S-BBR_crossmodal_registration","F-Temporal_detrending",0
"S-Surface_reconstruction","F-Temporal_detrending",0
"S-Segmentation","F-Temporal_detrending",0
"F-Exclusion","F-Temporal_detrending",1
"F-Concatenate_Runs","F-Temporal_detrending",0
"F-Removal_Init_Vol","F-Temporal_detrending",0
"F-Skull_extraction","F-Temporal_detrending",1
"F-Alignment/Head_motion_est","F-Temporal_detrending",7
"F-Despiking","F-Temporal_detrending",1
"F-Scrubbing","F-Temporal_detrending",1
"F-Interpolate","F-Temporal_detrending",1
"F-Slice_timing_correction","F-Temporal_detrending",3
"F-Field_map_correction","F-Temporal_detrending",0
"F-Unwarp","F-Temporal_detrending",0
"F-Combined_echos","F-Temporal_detrending",0
"F-Intensity_normalization","F-Temporal_detrending",0
"F-Grand_mean_scaling","F-Temporal_detrending",1
"F-Coregistration","F-Temporal_detrending",0
"F-Spatial_normalization","F-Temporal_detrending",11
"F-Spatial_smooth","F-Temporal_detrending",14
"F-Extract_regressors","F-Temporal_detrending",0
"F-surface","F-Temporal_detrending",0
"F-RETROICOR","F-Temporal_detrending",0
"F-RVHRCOR","F-Temporal_detrending",0
"F-ANATICOR","F-Temporal_detrending",0
"F-PESTICA","F-Temporal_detrending",0
"F-CompCor","F-Temporal_detrending",2
"F-tCompCor","F-Temporal_detrending",0
"F-aCompCor","F-Temporal_detrending",4
"F-ME_ICA","F-Temporal_detrending",0
"F-ArtRepair","F-Temporal_detrending",0
"F-Temporal_detrending","F-Temporal_detrending",0
"F-Global_signal","F-Temporal_detrending",3
"F-ICA_FIX","F-Temporal_detrending",1
"F-ICA_AROMA","F-Temporal_detrending",0
"F-Temporal_filt","F-Temporal_detrending",9
"F-motion_regression","F-Temporal_detrending",3
"F-Other_confound_regression","F-Temporal_detrending",5
"F-PhysIO","F-Temporal_detrending",0
"F-Regressors_filter","F-Temporal_detrending",0
"F-Modular_filter_motion","F-Temporal_detrending",0
"F-wavelet_decomposition","F-Temporal_detrending",0
"Atlas_definition","F-Temporal_detrending",0
"Time_series_ROI","F-Temporal_detrending",0
"ROI_definition","F-Temporal_detrending",1
"Combine_block","F-Temporal_detrending",0
"Compute_connectivity","F-Temporal_detrending",0
"Connectivity_normalization","F-Temporal_detrending",0
"Network_definition","F-Temporal_detrending",0
"Graph_characteristics","F-Temporal_detrending",0
"Negative_correlation","F-Temporal_detrending",0
"Sparsity_control","F-Temporal_detrending",0
"Graph_measures","F-Temporal_detrending",0
"Result_aggregation","F-Temporal_detrending",0
"Software","F-Global_signal",0
"S-INU_correction","F-Global_signal",0
"S-Denoised","F-Global_signal",0
"S-Gradient_Distortion_Correction","F-Global_signal",0
"S-Fuse_conform","F-Global_signal",0
"S-Skull_stripping","F-Global_signal",0
"S-Spatial_normalization","F-Global_signal",0
"S-BBR_crossmodal_registration","F-Global_signal",0
"S-Surface_reconstruction","F-Global_signal",0
"S-Segmentation","F-Global_signal",0
"F-Exclusion","F-Global_signal",0
"F-Concatenate_Runs","F-Global_signal",0
"F-Removal_Init_Vol","F-Global_signal",0
"F-Skull_extraction","F-Global_signal",1
"F-Alignment/Head_motion_est","F-Global_signal",0
"F-Despiking","F-Global_signal",0
"F-Scrubbing","F-Global_signal",2
"F-Interpolate","F-Global_signal",1
"F-Slice_timing_correction","F-Global_signal",0
"F-Field_map_correction","F-Global_signal",0
"F-Unwarp","F-Global_signal",0
"F-Combined_echos","F-Global_signal",0
"F-Intensity_normalization","F-Global_signal",0
"F-Grand_mean_scaling","F-Global_signal",1
"F-Coregistration","F-Global_signal",0
"F-Spatial_normalization","F-Global_signal",0
"F-Spatial_smooth","F-Global_signal",4
"F-Extract_regressors","F-Global_signal",0
"F-surface","F-Global_signal",1
"F-RETROICOR","F-Global_signal",0
"F-RVHRCOR","F-Global_signal",0
"F-ANATICOR","F-Global_signal",0
"F-PESTICA","F-Global_signal",0
"F-CompCor","F-Global_signal",0
"F-tCompCor","F-Global_signal",0
"F-aCompCor","F-Global_signal",0
"F-ME_ICA","F-Global_signal",0
"F-ArtRepair","F-Global_signal",0
"F-Temporal_detrending","F-Global_signal",3
"F-Global_signal","F-Global_signal",0
"F-ICA_FIX","F-Global_signal",0
"F-ICA_AROMA","F-Global_signal",0
"F-Temporal_filt","F-Global_signal",7
"F-motion_regression","F-Global_signal",23
"F-Other_confound_regression","F-Global_signal",20
"F-PhysIO","F-Global_signal",0
"F-Regressors_filter","F-Global_signal",1
"F-Modular_filter_motion","F-Global_signal",0
"F-wavelet_decomposition","F-Global_signal",0
"Atlas_definition","F-Global_signal",0
"Time_series_ROI","F-Global_signal",0
"ROI_definition","F-Global_signal",1
"Combine_block","F-Global_signal",0
"Compute_connectivity","F-Global_signal",0
"Connectivity_normalization","F-Global_signal",0
"Network_definition","F-Global_signal",0
"Graph_characteristics","F-Global_signal",0
"Negative_correlation","F-Global_signal",0
"Sparsity_control","F-Global_signal",0
"Graph_measures","F-Global_signal",0
"Result_aggregation","F-Global_signal",0
"Software","F-ICA_FIX",0
"S-INU_correction","F-ICA_FIX",0
"S-Denoised","F-ICA_FIX",0
"S-Gradient_Distortion_Correction","F-ICA_FIX",0
"S-Fuse_conform","F-ICA_FIX",0
"S-Skull_stripping","F-ICA_FIX",0
"S-Spatial_normalization","F-ICA_FIX",0
"S-BBR_crossmodal_registration","F-ICA_FIX",0
"S-Surface_reconstruction","F-ICA_FIX",0
"S-Segmentation","F-ICA_FIX",0
"F-Exclusion","F-ICA_FIX",0
"F-Concatenate_Runs","F-ICA_FIX",0
"F-Removal_Init_Vol","F-ICA_FIX",0
"F-Skull_extraction","F-ICA_FIX",0
"F-Alignment/Head_motion_est","F-ICA_FIX",1
"F-Despiking","F-ICA_FIX",0
"F-Scrubbing","F-ICA_FIX",0
"F-Interpolate","F-ICA_FIX",0
"F-Slice_timing_correction","F-ICA_FIX",0
"F-Field_map_correction","F-ICA_FIX",0
"F-Unwarp","F-ICA_FIX",0
"F-Combined_echos","F-ICA_FIX",0
"F-Intensity_normalization","F-ICA_FIX",1
"F-Grand_mean_scaling","F-ICA_FIX",0
"F-Coregistration","F-ICA_FIX",0
"F-Spatial_normalization","F-ICA_FIX",0
"F-Spatial_smooth","F-ICA_FIX",2
"F-Extract_regressors","F-ICA_FIX",0
"F-surface","F-ICA_FIX",3
"F-RETROICOR","F-ICA_FIX",0
"F-RVHRCOR","F-ICA_FIX",0
"F-ANATICOR","F-ICA_FIX",0
"F-PESTICA","F-ICA_FIX",0
"F-CompCor","F-ICA_FIX",0
"F-tCompCor","F-ICA_FIX",0
"F-aCompCor","F-ICA_FIX",0
"F-ME_ICA","F-ICA_FIX",0
"F-ArtRepair","F-ICA_FIX",0
"F-Temporal_detrending","F-ICA_FIX",0
"F-Global_signal","F-ICA_FIX",0
"F-ICA_FIX","F-ICA_FIX",0
"F-ICA_AROMA","F-ICA_FIX",0
"F-Temporal_filt","F-ICA_FIX",3
"F-motion_regression","F-ICA_FIX",2
"F-Other_confound_regression","F-ICA_FIX",0
"F-PhysIO","F-ICA_FIX",0
"F-Regressors_filter","F-ICA_FIX",0
"F-Modular_filter_motion","F-ICA_FIX",0
"F-wavelet_decomposition","F-ICA_FIX",0
"Atlas_definition","F-ICA_FIX",0
"Time_series_ROI","F-ICA_FIX",0
"ROI_definition","F-ICA_FIX",0
"Combine_block","F-ICA_FIX",0
"Compute_connectivity","F-ICA_FIX",0
"Connectivity_normalization","F-ICA_FIX",0
"Network_definition","F-ICA_FIX",0
"Graph_characteristics","F-ICA_FIX",0
"Negative_correlation","F-ICA_FIX",0
"Sparsity_control","F-ICA_FIX",0
"Graph_measures","F-ICA_FIX",0
"Result_aggregation","F-ICA_FIX",0
"Software","F-ICA_AROMA",0
"S-INU_correction","F-ICA_AROMA",0
"S-Denoised","F-ICA_AROMA",0
"S-Gradient_Distortion_Correction","F-ICA_AROMA",0
"S-Fuse_conform","F-ICA_AROMA",0
"S-Skull_stripping","F-ICA_AROMA",0
"S-Spatial_normalization","F-ICA_AROMA",0
"S-BBR_crossmodal_registration","F-ICA_AROMA",0
"S-Surface_reconstruction","F-ICA_AROMA",0
"S-Segmentation","F-ICA_AROMA",0
"F-Exclusion","F-ICA_AROMA",1
"F-Concatenate_Runs","F-ICA_AROMA",0
"F-Removal_Init_Vol","F-ICA_AROMA",1
"F-Skull_extraction","F-ICA_AROMA",0
"F-Alignment/Head_motion_est","F-ICA_AROMA",0
"F-Despiking","F-ICA_AROMA",0
"F-Scrubbing","F-ICA_AROMA",0
"F-Interpolate","F-ICA_AROMA",0
"F-Slice_timing_correction","F-ICA_AROMA",0
"F-Field_map_correction","F-ICA_AROMA",0
"F-Unwarp","F-ICA_AROMA",0
"F-Combined_echos","F-ICA_AROMA",0
"F-Intensity_normalization","F-ICA_AROMA",0
"F-Grand_mean_scaling","F-ICA_AROMA",0
"F-Coregistration","F-ICA_AROMA",0
"F-Spatial_normalization","F-ICA_AROMA",1
"F-Spatial_smooth","F-ICA_AROMA",1
"F-Extract_regressors","F-ICA_AROMA",0
"F-surface","F-ICA_AROMA",0
"F-RETROICOR","F-ICA_AROMA",0
"F-RVHRCOR","F-ICA_AROMA",0
