Starting multiverse analysis for all universes...
Subject 32/100 done. Global efficiency: 0.1393734966483864
Subject 33/100 done. Global efficiency: 0.15888933814756723
Subject 34/100 done. Global efficiency: 0.16182519746818988
Subject 35/100 done. Global efficiency: 0.11483880555453985
Subject 36/100 done. Global efficiency: 0.14847564001517793
Subject 37/100 done. Global efficiency: 0.12086121957381885
Subject 38/100 done. Global efficiency: 0.09067008109501513
Subject 39/100 done. Global efficiency: 0.15708962416207345
Subject 40/100 done. Global efficiency: 0.1294860652532636
Subject 41/100 done. Global efficiency: 0.13028223248137022
Subject 42/100 done. Global efficiency: 0.120773326523994
Subject 43/100 done. Global efficiency: 0.10493226163546464
Subject 44/100 done. Global efficiency: 0.1501962300545502
Subject 45/100 done. Global efficiency: 0.12879534484303304
Subject 46/100 done. Global efficiency: 0.12970631238228947
Subject 47/100 done. Global efficiency: 0.17305700290790257
Subject 48/100 done. Global efficiency: 0.13022731889874634
Subject 49/100 done. Global efficiency: 0.14425948040877043
Subject 50/100 done. Global efficiency: 0.1487019586440969
Subject 51/100 done. Global efficiency: 0.15003946900608925
Subject 52/100 done. Global efficiency: 0.14250049411571647
Subject 53/100 done. Global efficiency: 0.09541503800237208
Subject 54/100 done. Global efficiency: 0.14592887873822222
Subject 55/100 done. Global efficiency: 0.1720290423370187
Subject 56/100 done. Global efficiency: 0.10060960781275505
Subject 57/100 done. Global efficiency: 0.12282717258921363
Subject 58/100 done. Global efficiency: 0.15565747124918508
Subject 59/100 done. Global efficiency: 0.1465774161244061
Subject 60/100 done. Global efficiency: 0.15112635378064776
Subject 61/100 done. Global efficiency: 0.16903518616374757
Subject 62/100 done. Global efficiency: 0.14976714053180679
Subject 63/100 done. Global efficiency: 0.14468176876390806
Subject 64/100 done. Global efficiency: 0.12572703029951027
Subject 65/100 done. Global efficiency: 0.14114472103856518
Subject 66/100 done. Global efficiency: 0.1165369669259341
Subject 67/100 done. Global efficiency: 0.1217871063806602
Subject 68/100 done. Global efficiency: 0.14564828954214593
Subject 69/100 done. Global efficiency: 0.12356879564781488
Subject 70/100 done. Global efficiency: 0.13638625479177807
Subject 71/100 done. Global efficiency: 0.135522164575162
Subject 72/100 done. Global efficiency: 0.14268158564135577
Subject 73/100 done. Global efficiency: 0.14232937048634994
Subject 74/100 done. Global efficiency: 0.14280171321983817
Subject 75/100 done. Global efficiency: 0.14293115789475355
Subject 76/100 done. Global efficiency: 0.19066679933015554
Subject 77/100 done. Global efficiency: 0.14474900903163918
Subject 78/100 done. Global efficiency: 0.14161079416944863
Subject 79/100 done. Global efficiency: 0.14106072987340915
Subject 80/100 done. Global efficiency: 0.17735674754609954
Subject 81/100 done. Global efficiency: 0.1307712720076992
Subject 82/100 done. Global efficiency: 0.14369007592326036
Subject 83/100 done. Global efficiency: 0.15490788245890064
Subject 84/100 done. Global efficiency: 0.1560985984799366
Subject 85/100 done. Global efficiency: 0.17524591452103994
Subject 86/100 done. Global efficiency: 0.14930706570277943
Subject 87/100 done. Global efficiency: 0.151151239357193
Subject 88/100 done. Global efficiency: 0.14794780670719118
Subject 89/100 done. Global efficiency: 0.1434098349813769
Subject 90/100 done. Global efficiency: 0.13196719314962452
Subject 91/100 done. Global efficiency: 0.17829569241189797
Subject 92/100 done. Global efficiency: 0.14715034680386557
Subject 93/100 done. Global efficiency: 0.12055125458272206
Subject 94/100 done. Global efficiency: 0.16592580520108946
Subject 95/100 done. Global efficiency: 0.11063209921339846
Subject 96/100 done. Global efficiency: 0.13234173726616735
Subject 97/100 done. Global efficiency: 0.1366545304795581
Subject 98/100 done. Global efficiency: 0.16162720583925005
Subject 99/100 done. Global efficiency: 0.12596837568881372
Subject 100/100 done. Global efficiency: 0.10752838787782305
Running universe_10.py
Running universe_12.py
Running universe_14.py
Subject 1/100 done. Global efficiency: 0.24258280498422202
Subject 2/100 done. Global efficiency: 0.2254336538685068
Subject 3/100 done. Global efficiency: 0.2438102995257526
Subject 4/100 done. Global efficiency: 0.2345580095391677
Subject 5/100 done. Global efficiency: 0.24629103316552062
Subject 6/100 done. Global efficiency: 0.2177735833620042
Subject 7/100 done. Global efficiency: 0.22620417370145307
Subject 8/100 done. Global efficiency: 0.2441528965697364
Subject 9/100 done. Global efficiency: 0.20804365972833652
Subject 10/100 done. Global efficiency: 0.22074387823688457
Subject 11/100 done. Global efficiency: 0.24382334492781144
Subject 12/100 done. Global efficiency: 0.20431315893619062
Subject 13/100 done. Global efficiency: 0.2198608805635328
Subject 14/100 done. Global efficiency: 0.2451390278568285
Subject 15/100 done. Global efficiency: 0.19859707799870135
Subject 16/100 done. Global efficiency: 0.23281026733265578
Subject 17/100 done. Global efficiency: 0.2219580375990337
Subject 18/100 done. Global efficiency: 0.204941559761546
Subject 19/100 done. Global efficiency: 0.21419954531419755
Subject 20/100 done. Global efficiency: 0.23527460744990839
Subject 21/100 done. Global efficiency: 0.2284256657821189
Subject 22/100 done. Global efficiency: 0.22197669037139744
Subject 23/100 done. Global efficiency: 0.22079155652700963
Subject 24/100 done. Global efficiency: 0.21184270240433128
Subject 25/100 done. Global efficiency: 0.21097355294037154
Subject 26/100 done. Global efficiency: 0.229657281751336
Subject 27/100 done. Global efficiency: 0.24354736575925987
Subject 28/100 done. Global efficiency: 0.20699181877208736
Subject 29/100 done. Global efficiency: 0.243419725272387
Subject 30/100 done. Global efficiency: 0.21225350025272224
Subject 31/100 done. Global efficiency: 0.21523025360922243
Subject 32/100 done. Global efficiency: 0.2192303802394129
Subject 33/100 done. Global efficiency: 0.22876202017016245
Subject 34/100 done. Global efficiency: 0.24818113684718224
Subject 35/100 done. Global efficiency: 0.20700884746194678
Subject 36/100 done. Global efficiency: 0.21962163341866645
Subject 37/100 done. Global efficiency: 0.20582858248705166
Subject 38/100 done. Global efficiency: 0.17040219612927493
Subject 39/100 done. Global efficiency: 0.24493529447480922
Subject 40/100 done. Global efficiency: 0.22195632760712966
Subject 41/100 done. Global efficiency: 0.20976686180339135
Subject 42/100 done. Global efficiency: 0.2324224119544956
Subject 43/100 done. Global efficiency: 0.18645159728778418
Subject 44/100 done. Global efficiency: 0.22412853114648723
Subject 45/100 done. Global efficiency: 0.21480872881939428
Subject 46/100 done. Global efficiency: 0.22407389758318066
Subject 47/100 done. Global efficiency: 0.23573252968564906
Subject 48/100 done. Global efficiency: 0.20690600182209887
Subject 49/100 done. Global efficiency: 0.21938964384825055
Subject 50/100 done. Global efficiency: 0.23805447743948657
Subject 51/100 done. Global efficiency: 0.2230145216510374
Subject 52/100 done. Global efficiency: 0.2204193792784055
Subject 53/100 done. Global efficiency: 0.19745995609592015
Subject 54/100 done. Global efficiency: 0.2167765561172122
Subject 55/100 done. Global efficiency: 0.23274631745964863
Subject 56/100 done. Global efficiency: 0.1954877380045207
Subject 57/100 done. Global efficiency: 0.20600893579903254
Subject 58/100 done. Global efficiency: 0.2403006053151465
Subject 59/100 done. Global efficiency: 0.24417319459927767
Subject 60/100 done. Global efficiency: 0.2331635001691817
Subject 61/100 done. Global efficiency: 0.24945595976895088
Subject 62/100 done. Global efficiency: 0.2326363993174053
Subject 63/100 done. Global efficiency: 0.22220996301604368
Subject 64/100 done. Global efficiency: 0.209193282681831
Subject 65/100 done. Global efficiency: 0.21758498863686404
Subject 66/100 done. Global efficiency: 0.20498217301357835
Subject 67/100 done. Global efficiency: 0.21604179453589095
Subject 68/100 done. Global efficiency: 0.2225507821047972
Subject 69/100 done. Global efficiency: 0.2150781907065809
Subject 70/100 done. Global efficiency: 0.24453044108544805
Subject 71/100 done. Global efficiency: 0.23300406702941617
Subject 72/100 done. Global efficiency: 0.23925893444293006
Subject 73/100 done. Global efficiency: 0.22345015925559583
Subject 74/100 done. Global efficiency: 0.22518104518731374
Subject 75/100 done. Global efficiency: 0.22885576448279946
Subject 76/100 done. Global efficiency: 0.2667043829172854
Subject 77/100 done. Global efficiency: 0.2242623520107342
Subject 78/100 done. Global efficiency: 0.21449138955185895
Subject 79/100 done. Global efficiency: 0.23073009050111357
Subject 80/100 done. Global efficiency: 0.24911565857426335
Subject 81/100 done. Global efficiency: 0.21997464604297398
Subject 82/100 done. Global efficiency: 0.22049168529196736
Subject 83/100 done. Global efficiency: 0.24173216952035453
Subject 84/100 done. Global efficiency: 0.22536716480153893
Subject 85/100 done. Global efficiency: 0.24473295878002935
Subject 86/100 done. Global efficiency: 0.22536618664531624
Subject 87/100 done. Global efficiency: 0.22772736962538226
Subject 88/100 done. Global efficiency: 0.2380841140883258
Subject 89/100 done. Global efficiency: 0.22905796007608845
Subject 90/100 done. Global efficiency: 0.21025591799143736
Subject 91/100 done. Global efficiency: 0.29851603511634334
Subject 92/100 done. Global efficiency: 0.21881648333846923
Subject 93/100 done. Global efficiency: 0.23099820655023906
Subject 94/100 done. Global efficiency: 0.2658075389899451
Subject 95/100 done. Global efficiency: 0.21503669018177166
Subject 96/100 done. Global efficiency: 0.23390407337517918
Subject 97/100 done. Global efficiency: 0.22214884678434582
Subject 98/100 done. Global efficiency: 0.24894399644927373
Subject 99/100 done. Global efficiency: 0.21168217196763875
Subject 100/100 done. Global efficiency: 0.19987730333815698
Subject 1/100 done. Global efficiency: 0.2267206691698446
Subject 2/100 done. Global efficiency: 0.22225273781594268
Subject 3/100 done. Global efficiency: 0.241843164124592
Subject 4/100 done. Global efficiency: 0.2272924727338033
Subject 5/100 done. Global efficiency: 0.24399274425268414
Subject 6/100 done. Global efficiency: 0.21127807724815512
Subject 7/100 done. Global efficiency: 0.21480621024996124
Subject 8/100 done. Global efficiency: 0.24158115114571757
Subject 9/100 done. Global efficiency: 0.20551635443843533
Subject 10/100 done. Global efficiency: 0.21879047835506693
Subject 11/100 done. Global efficiency: 0.23249183055200204
Subject 12/100 done. Global efficiency: 0.20191003922971185
Subject 13/100 done. Global efficiency: 0.21655792504776103
Subject 14/100 done. Global efficiency: 0.23982546202144434
Subject 15/100 done. Global efficiency: 0.19177108860896755
Subject 16/100 done. Global efficiency: 0.22721513864948129
Subject 17/100 done. Global efficiency: 0.21712603183585252
Subject 18/100 done. Global efficiency: 0.20140233165537183
Subject 19/100 done. Global efficiency: 0.20543938107552792
Subject 20/100 done. Global efficiency: 0.23203314707974715
Subject 21/100 done. Global efficiency: 0.21867463332116657
Subject 22/100 done. Global efficiency: 0.21354283307970573
Subject 23/100 done. Global efficiency: 0.2054461690260008
Subject 24/100 done. Global efficiency: 0.21051172529973766
Subject 25/100 done. Global efficiency: 0.203324718029573
Subject 26/100 done. Global efficiency: 0.21612227147225618
Subject 27/100 done. Global efficiency: 0.23419973326449606
Subject 28/100 done. Global efficiency: 0.20859086506612798
Subject 29/100 done. Global efficiency: 0.24083458944183445
Subject 30/100 done. Global efficiency: 0.2107854905072751
Subject 31/100 done. Global efficiency: 0.21198381457869406
Subject 32/100 done. Global efficiency: 0.21779109320047882
Subject 33/100 done. Global efficiency: 0.2210140880441438
Subject 34/100 done. Global efficiency: 0.24139055731788317
Subject 35/100 done. Global efficiency: 0.20241580695039052
Subject 36/100 done. Global efficiency: 0.21884171265271557
Subject 37/100 done. Global efficiency: 0.2049441460949015
Subject 38/100 done. Global efficiency: 0.16752166250146183
Subject 39/100 done. Global efficiency: 0.22783505978915428
Subject 40/100 done. Global efficiency: 0.20964266302581827
Subject 41/100 done. Global efficiency: 0.20573249268232877
Subject 42/100 done. Global efficiency: 0.21008299174135903
Subject 43/100 done. Global efficiency: 0.18247445626248002
Subject 44/100 done. Global efficiency: 0.21602008901629943
Subject 45/100 done. Global efficiency: 0.21378938139213244
Subject 46/100 done. Global efficiency: 0.20682108657871962
Subject 47/100 done. Global efficiency: 0.23455048838382814
Subject 48/100 done. Global efficiency: 0.1997907026059851
Subject 49/100 done. Global efficiency: 0.20622198162210573
Subject 50/100 done. Global efficiency: 0.2228148943207592
Subject 51/100 done. Global efficiency: 0.2208336088621028
Subject 52/100 done. Global efficiency: 0.21385843905624294
Subject 53/100 done. Global efficiency: 0.1842765796416542
Subject 54/100 done. Global efficiency: 0.21319102648853938
Subject 55/100 done. Global efficiency: 0.23079472985939922
Subject 56/100 done. Global efficiency: 0.1933278541634783
Subject 57/100 done. Global efficiency: 0.20490448105467468
Subject 58/100 done. Global efficiency: 0.23829451458097164
Subject 59/100 done. Global efficiency: 0.23740019705002213
Subject 60/100 done. Global efficiency: 0.22440945981645632
Subject 61/100 done. Global efficiency: 0.24031516974296493
Subject 62/100 done. Global efficiency: 0.23193802620816567
Subject 63/100 done. Global efficiency: 0.21513963165547065
Subject 64/100 done. Global efficiency: 0.20924011121723604
Subject 65/100 done. Global efficiency: 0.2134887295003741
Subject 66/100 done. Global efficiency: 0.2023032381694204
Subject 67/100 done. Global efficiency: 0.20794601363559714
Subject 68/100 done. Global efficiency: 0.21376577069319097
Subject 69/100 done. Global efficiency: 0.20723359556731155
Subject 70/100 done. Global efficiency: 0.23170407926241998
Subject 71/100 done. Global efficiency: 0.22921604016494518
Subject 72/100 done. Global efficiency: 0.23240768690476388
Subject 73/100 done. Global efficiency: 0.2125811610112956
Subject 74/100 done. Global efficiency: 0.21811165928098125
Subject 75/100 done. Global efficiency: 0.22034124871048152
Subject 76/100 done. Global efficiency: 0.25783681680825554
Subject 77/100 done. Global efficiency: 0.2175382831013008
Subject 78/100 done. Global efficiency: 0.21370278483289942
Subject 79/100 done. Global efficiency: 0.21024088056599727
Subject 80/100 done. Global efficiency: 0.24108098302348524
Subject 81/100 done. Global efficiency: 0.21574995764411845
Subject 82/100 done. Global efficiency: 0.21718432186319553
Subject 83/100 done. Global efficiency: 0.2346374066570948
Subject 84/100 done. Global efficiency: 0.226099538851706
Subject 85/100 done. Global efficiency: 0.23840614865072612
Subject 86/100 done. Global efficiency: 0.2180762564418249
Subject 87/100 done. Global efficiency: 0.22092513315717052
Subject 88/100 done. Global efficiency: 0.2351727946443559
Subject 89/100 done. Global efficiency: 0.21638946454761218
Subject 90/100 done. Global efficiency: 0.20642047364601135
Subject 91/100 done. Global efficiency: 0.25619065108898054
Subject 92/100 done. Global efficiency: 0.2174236958795683
Subject 93/100 done. Global efficiency: 0.2259474203686317
Subject 94/100 done. Global efficiency: 0.25062849997200887
Subject 95/100 done. Global efficiency: 0.2045832077709855
Subject 96/100 done. Global efficiency: 0.21873835097940506
Subject 97/100 done. Global efficiency: 0.21736995669887296
Subject 98/100 done. Global efficiency: 0.22966850936967909
Subject 99/100 done. Global efficiency: 0.20741030926974444
Subject 100/100 done. Global efficiency: 0.19247488666761753
Subject 1/100 done. Global efficiency: 0.3547220164606196
Subject 2/100 done. Global efficiency: 0.4039761391720682
Subject 3/100 done. Global efficiency: 0.2817232503868429
Subject 4/100 done. Global efficiency: 0.28648648075621896
Subject 5/100 done. Global efficiency: 0.4419436164635594
Subject 6/100 done. Global efficiency: 0.3457894003526818
Subject 7/100 done. Global efficiency: 0.2572408898142605
Subject 8/100 done. Global efficiency: 0.326708719026413
Subject 9/100 done. Global efficiency: 0.28862015214967734
Subject 10/100 done. Global efficiency: 0.2596893228375761
Subject 11/100 done. Global efficiency: 0.29493544466877264
Subject 12/100 done. Global efficiency: 0.24845034290282184
Subject 13/100 done. Global efficiency: 0.28510386783160346
Subject 14/100 done. Global efficiency: 0.43718434861417593
Subject 15/100 done. Global efficiency: 0.30826138997915464
Subject 16/100 done. Global efficiency: 0.29258519411124767
Subject 17/100 done. Global efficiency: 0.3191714977151469
Subject 18/100 done. Global efficiency: 0.3154792687856022
Subject 19/100 done. Global efficiency: 0.31556524835668476
Subject 20/100 done. Global efficiency: 0.3130048978704771
Subject 21/100 done. Global efficiency: 0.3360742922565442
Subject 22/100 done. Global efficiency: 0.3066285352850574
Subject 23/100 done. Global efficiency: 0.303532601950632
Subject 24/100 done. Global efficiency: 0.305762630388899
Subject 25/100 done. Global efficiency: 0.29984863339659956
Subject 26/100 done. Global efficiency: 0.3475775457437353
Subject 27/100 done. Global efficiency: 0.3400243319157464
Subject 28/100 done. Global efficiency: 0.267877816154338
Subject 29/100 done. Global efficiency: 0.3080430398905136
Subject 30/100 done. Global efficiency: 0.25749515486073027
Subject 31/100 done. Global efficiency: 0.26010426257686536
Subject 32/100 done. Global efficiency: 0.25783570342961104
Subject 33/100 done. Global efficiency: 0.3373460542820285
Subject 34/100 done. Global efficiency: 0.28312198077302997
Subject 35/100 done. Global efficiency: 0.2585563116322997
Subject 36/100 done. Global efficiency: 0.2772744165960424
Subject 37/100 done. Global efficiency: 0.2690365483738278
Subject 38/100 done. Global efficiency: 0.21097201204483065
Subject 39/100 done. Global efficiency: 0.30927611816063494
Subject 40/100 done. Global efficiency: 0.3159407639596005
Subject 41/100 done. Global efficiency: 0.2580405639543697
Subject 42/100 done. Global efficiency: 0.36012313582892347
Subject 43/100 done. Global efficiency: 0.23825629618621041
Subject 44/100 done. Global efficiency: 0.32791145644614034
Subject 45/100 done. Global efficiency: 0.33132811988663147
Subject 46/100 done. Global efficiency: 0.36933361381104335
Subject 47/100 done. Global efficiency: 0.29485660102448263
Subject 48/100 done. Global efficiency: 0.2522398889761103
Subject 49/100 done. Global efficiency: 0.2296393661657169
Subject 50/100 done. Global efficiency: 0.2504931150955898
Subject 51/100 done. Global efficiency: 0.26578828393923976
Subject 52/100 done. Global efficiency: 0.26562509517154287
Subject 53/100 done. Global efficiency: 0.35919901457749026
Subject 54/100 done. Global efficiency: 0.2847878894035859
Subject 55/100 done. Global efficiency: 0.3142309291248336
Subject 56/100 done. Global efficiency: 0.22770892681058397
Subject 57/100 done. Global efficiency: 0.23751021983595524
Subject 58/100 done. Global efficiency: 0.3547236314991886
Subject 59/100 done. Global efficiency: 0.35923140705506623
Subject 60/100 done. Global efficiency: 0.2698790891692059
Subject 61/100 done. Global efficiency: 0.2803523152942132
Subject 62/100 done. Global efficiency: 0.27569542055084595
Subject 63/100 done. Global efficiency: 0.25785617955613077
Subject 64/100 done. Global efficiency: 0.2502050700890611
Subject 65/100 done. Global efficiency: 0.27370171726591663
Subject 66/100 done. Global efficiency: 0.29566952014231784
Subject 67/100 done. Global efficiency: 0.30281247834519454
Subject 68/100 done. Global efficiency: 0.2642494032821856
Subject 69/100 done. Global efficiency: 0.3035306002923949
Subject 70/100 done. Global efficiency: 0.3703170892915356
Subject 71/100 done. Global efficiency: 0.3121512689889262
Subject 72/100 done. Global efficiency: 0.3868443395636761
Subject 73/100 done. Global efficiency: 0.36920071860737114
Subject 74/100 done. Global efficiency: 0.25735549741630515
Subject 75/100 done. Global efficiency: 0.40181372379892905
Subject 76/100 done. Global efficiency: 0.3058445305536331
Subject 77/100 done. Global efficiency: 0.35340885303455544
Subject 78/100 done. Global efficiency: 0.2759274664883595
Subject 79/100 done. Global efficiency: 0.358526133380538
Subject 80/100 done. Global efficiency: 0.35564433749279256
Subject 81/100 done. Global efficiency: 0.2792344396776905
Subject 82/100 done. Global efficiency: 0.304665212880095
Subject 83/100 done. Global efficiency: 0.3377541894585209
Subject 84/100 done. Global efficiency: 0.2888862134586343
Subject 85/100 done. Global efficiency: 0.36779376028198185
Subject 86/100 done. Global efficiency: 0.3558545936278943
Subject 87/100 done. Global efficiency: 0.2750618831342357
Subject 88/100 done. Global efficiency: 0.3191438060446135
Subject 89/100 done. Global efficiency: 0.32332134033549
Subject 90/100 done. Global efficiency: 0.2533811781875665
Subject 91/100 done. Global efficiency: 0.4080146154280093
Subject 92/100 done. Global efficiency: 0.31418841831241706
Subject 93/100 done. Global efficiency: 0.34441948653659765
Subject 94/100 done. Global efficiency: 0.4271273288512828
Subject 95/100 done. Global efficiency: 0.2746073972306428
Subject 96/100 done. Global efficiency: 0.4129961586267153
Subject 97/100 done. Global efficiency: 0.2968000401898476
Subject 98/100 done. Global efficiency: 0.369404961417367
Subject 99/100 done. Global efficiency: 0.34785340908131435
Subject 100/100 done. Global efficiency: 0.24731662447888927
Running universe_9.py
Running universe_13.py
Running universe_11.py
The multiverse completed in 23 minutes and 12 seconds
